Farmer ID,CropArea_Ha,YearName,MonthNumber,WeekNumber,QuantityKg
2648,1.0588,2022,7,28,589.9
885,0.8678,2019,4,18,71.2
1665,0.0489,2022,10,42,3.5
15599,0.0805,2019,8,32,18.3
1197,0.8171,2021,4,17,191.1
17212,0.3837,2022,3,11,323.1
2451,0.1765,2022,1,3,27.7
933,0.4315,2023,10,44,16.6
15621,0.2542,2023,12,52,117
17211,0.3149,2020,1,1,17.6
2327,0.3025,2021,1,2,106.3
2681,4,2019,5,22,146.8
17225,0.0271,2020,7,31,15.8
2549,1.4022,2023,6,26,294
2389,0.1052,2020,9,38,14.6
1934,0.2106,2020,2,5,27.3
1960,0.6833,2020,8,33,24.7
2065,1.3158,2023,3,13,11.3
827,0.5225,2022,8,35,88.6
1911,0.1,2021,5,20,90.5
1966,0.1239,2020,11,48,25
1429,0.2224,2019,5,18,86.3
496,0.8056,2021,5,21,386.4
765,0.154,2022,6,23,18.8
2019,0.48,2023,3,9,10.7
2141,0.3809,2023,2,6,52.1
2385,0.6758,2021,1,4,51.5
942,0.1219,2020,7,27,36.6
18584,0.1,2022,8,35,5.2
17827,0.6471,2023,1,2,29.3
15572,0.4811,2023,1,3,204.7
17359,1.6305,2023,8,33,948.2
1853,0.6951,2022,8,34,265.4
2550,0.1545,2020,9,37,175.8
514,0.8928,2023,9,37,1104.7
1319,0.6365,2019,3,13,63.3
2820,0.2426,2022,4,14,20.5
1105,0.4761,2023,7,30,37.9
774,0.1046,2022,10,45,12
2168,0.7278,2020,1,3,78
2425,0.174,2022,11,46,27.9
16532,0.2127,2021,8,35,15.6
2427,0.5839,2019,2,6,103.9
15866,0.6391,2020,10,40,46.5
2095,0.576,2020,12,53,19.7
814,0.4383,2022,3,12,9.2
1533,0.2365,2020,5,20,17.4
2014,0.3934,2022,8,33,127.7
17853,0.4027,2019,10,43,71.7
1947,0.1286,2020,7,28,81.3
2549,1.4022,2019,1,3,254
1703,0.16,2019,1,5,60.8
17071,0.8,2022,7,30,116
2341,0.2162,2019,8,33,16.3
2446,0.4071,2021,6,27,12.7
1115,0.6811,2022,1,3,28.3
2574,0.2257,2019,10,42,459.6
17083,1,2019,9,38,29.8
2790,0.7454,2023,5,21,102
17329,0.2279,2019,10,41,35.8
1166,2.4562,2019,12,51,617.1
2571,0.1262,2020,1,4,22.4
20781,0.239,2022,9,37,52.6
2176,1.0724,2020,4,18,74
792,0.3357,2021,10,42,33
17199,0.4511,2020,11,45,77.7
2326,0.934,2022,3,10,97.8
1578,0.4694,2022,1,2,4.2
659,0.96,2022,8,32,144.4
1374,0.8845,2019,5,21,92.8
1835,1.1,2022,5,21,66.4
2714,0.4989,2022,6,23,47.5
15576,0.1214,2020,8,34,32
501,2.2364,2023,8,32,204.7
717,0.0962,2021,3,14,6.1
2287,0.2368,2020,4,17,147.1
2385,0.6758,2022,2,8,29.2
496,0.8056,2021,12,52,89.9
1944,1,2023,7,30,54.4
2197,1.8823,2020,5,18,22.6
2180,2,2022,4,14,56.4
839,0.7705,2019,1,5,16
1875,2.4356,2022,6,23,43.3
2752,0.05,2023,6,23,29.6
2449,0.462,2022,11,49,36.9
2135,22,2020,3,13,2067.6
1742,0.9601,2022,4,15,267.9
594,0.0218,2020,4,16,121.4
1949,0.11,2023,12,53,76.9
15641,0.4546,2023,12,52,42.8
2296,0.5529,2023,12,50,60.7
734,0.4389,2022,7,29,153.6
2350,0.3911,2019,2,9,16.1
1745,0.7464,2022,6,25,450.9
2717,1.4819,2021,1,2,206.7
17268,0.2004,2023,11,45,28.6
2816,2.7164,2019,4,17,96.4
17344,0.0891,2022,9,37,54.3
17074,1.0069,2022,11,48,55.2
807,0.0784,2021,8,34,28
738,0.2592,2020,10,43,120.7
1754,0.0622,2019,6,26,9.6
1284,0.4765,2022,11,48,13
2174,0.2909,2021,2,9,47.2
2169,0.1966,2021,1,4,24.5
2507,0.8487,2019,12,49,95.3
2690,0.2317,2021,10,40,77.8
887,0.7852,2023,7,31,23.9
941,0.1123,2021,11,47,14.3
2084,0.0702,2022,5,22,78.9
953,0.9794,2023,10,44,51.5
2350,0.3911,2021,3,12,17.4
2076,0.7383,2022,2,7,162.2
2488,1.9928,2022,6,27,127.7
15029,0.2642,2019,7,31,66.4
2625,1.3228,2022,12,52,111
15444,0.3505,2020,7,30,25.4
515,4.385,2021,7,30,316.1
1289,0.2993,2022,12,52,8.9
1717,0.4413,2022,8,32,202.4
17395,0.48,2022,11,48,131.3
1913,0.6072,2019,1,4,142.1
2637,1.6185,2019,2,5,206.3
1986,0.4614,2021,4,17,44.3
15590,0.1144,2022,9,40,38
2194,0.0942,2023,7,27,15.1
2160,1.0411,2020,5,19,1157.4
2663,0.2864,2022,5,20,121.4
17246,0.238,2019,7,29,54
851,0.4754,2023,1,5,313.5
17114,0.0803,2020,3,12,42.8
2452,0.4727,2020,6,23,35.5
2755,0.0504,2022,11,48,70.9
1094,2.1984,2021,3,13,8.3
16449,0.3649,2020,5,22,328
17246,0.238,2023,12,49,60.1
2438,0.6944,2023,2,7,126.3
2085,1,2022,3,14,17.3
17399,0.2314,2022,8,34,29.5
630,0.2639,2019,6,24,35.7
1960,0.6833,2021,10,42,45.8
16948,0.1469,2021,12,50,90.1
16948,0.1469,2023,12,48,34.5
853,0.5341,2022,5,21,5.6
2391,0.3252,2023,4,14,48.2
487,0.9061,2021,9,37,533.4
16954,0.5659,2020,6,24,132.7
17065,0.1,2022,6,26,142.3
2056,1.2611,2023,8,33,104.3
491,0.6957,2020,5,22,146.1
17322,0.2202,2020,6,24,56.3
17205,0.5998,2021,3,13,4.9
1703,0.16,2022,9,40,82.2
1896,0.5342,2023,11,48,130.2
621,1.498,2022,12,52,55.3
15080,0.2605,2022,7,28,34.3
2436,0.1272,2022,3,11,135.7
562,1.3,2021,5,23,21.8
1982,0.9008,2022,8,32,70.4
15557,0.3222,2020,4,18,73.2
17086,0.5,2021,1,2,27.8
19255,1.9706,2023,12,51,102.2
1205,1.7154,2020,10,40,64.1
937,0.5527,2021,3,11,75.4
17246,0.238,2021,8,32,60.4
2784,0.1017,2021,4,15,21.8
1252,0.3375,2020,8,33,98.3
1323,0.1272,2019,4,18,35.6
2761,0.8698,2021,2,8,87.1
663,0.7461,2022,3,11,47.3
1124,0.4354,2022,4,18,169.7
2526,0.3433,2023,1,1,46
2170,0.4579,2022,11,48,41.5
1721,1,2021,4,17,6.6
1063,3,2023,8,34,35.9
2050,0.6374,2021,5,20,54.7
2160,1.0411,2023,1,4,1153.4
2451,0.1765,2021,2,7,37.3
649,0.0779,2020,7,31,4.6
2183,1.0617,2022,1,4,57.3
1433,0.3183,2021,8,33,97
2385,0.6758,2021,1,1,11.9
1482,0.7812,2019,12,53,48.9
2630,0.4006,2020,6,24,14.9
773,1.1603,2020,8,32,99.7
2740,0.1399,2022,2,8,92.3
17054,0.3,2022,4,17,12
2607,0.26,2022,8,34,61.8
1908,0.1296,2021,3,14,17.5
2806,0.1442,2022,9,37,18.9
15566,0.064,2021,12,49,38.3
1073,0.7476,2023,6,25,68.5
15619,0.6644,2021,1,5,155
1883,0.2509,2023,9,36,15.6
15858,0.1254,2019,2,8,43
17276,0.1658,2023,5,18,12.3
2507,0.8487,2022,1,6,7
2036,0.0457,2020,2,7,35.2
16549,1.1676,2019,2,7,162.5
741,0.3724,2019,4,14,113
1686,1.7594,2021,12,51,157.6
1234,0.7008,2020,5,20,142.3
17376,0.1531,2022,12,50,69.3
17079,0.157,2020,7,31,9.9
15585,0.105,2021,5,20,13.2
1509,0.5776,2019,3,12,368.8
942,0.1219,2019,4,14,23
709,1.0422,2019,3,12,225.3
15029,0.2642,2020,4,17,106.6
2773,0.3711,2021,10,40,9.6
745,0.4318,2020,11,47,9.7
19677,1.4959,2023,11,48,12.5
681,0.3647,2023,12,52,51.7
2436,0.1272,2019,6,27,14.4
935,0.4592,2019,3,10,10.8
935,0.4592,2019,7,29,31.5
507,0.3936,2019,11,46,260.6
17059,0.5074,2022,3,14,52.2
17222,0.018,2020,9,40,20.9
2560,0.2883,2019,7,28,102.6
17239,0.1135,2019,11,45,57.1
544,0.0766,2021,6,26,20.9
502,0.2624,2022,10,45,73.8
2390,0.5305,2021,8,35,55.5
17267,0.0779,2023,1,4,29.4
15659,2.3159,2020,11,49,14.6
833,2.9003,2023,4,15,202.6
1321,0.4743,2021,9,37,42.9
547,0.4711,2020,4,15,207.7
2022,0.2995,2021,8,35,42.8
1189,0.1914,2022,3,13,55
1995,0.6583,2020,2,9,29.3
825,3,2020,5,22,100.2
17392,0.09,2021,1,5,41.9
2175,0.7628,2020,8,36,70.2
1197,0.8171,2021,8,36,24.3
2279,0.1351,2019,6,25,44.1
1616,0.36,2020,3,13,67.3
2169,0.1966,2020,9,36,55.9
17187,0.4603,2020,7,29,21
2464,0.1528,2019,3,12,33.8
21151,0.1996,2023,5,21,202.8
2455,0.4369,2021,9,38,10.6
685,0.0574,2019,9,39,168.9
742,0.5242,2020,3,14,100.4
1078,0.2044,2021,10,41,43.8
1755,2.2274,2022,10,45,28.1
1253,0.1701,2019,2,8,16.6
1911,0.1,2022,6,25,40.3
1234,0.7008,2023,4,15,434.2
1253,0.1701,2022,2,8,109.6
17844,0.1324,2021,10,44,65.3
1957,0.1931,2021,9,37,46.3
512,1.5442,2021,1,5,115.7
1193,0.4723,2020,5,22,13.9
2772,0.3104,2023,2,7,24.6
667,0.607,2019,8,34,65.6
1238,0.3529,2020,12,51,29.8
2421,1.3241,2019,8,31,25.7
742,0.5242,2022,8,36,23.8
1944,1,2023,5,22,62.5
828,0.7177,2021,4,15,33.1
2027,0.1257,2022,12,52,60.4
15665,1,2023,4,17,80.1
17042,0.5,2022,8,35,26.7
1105,0.4761,2022,1,2,100.3
1883,0.2509,2021,9,38,163.5
17189,1.5,2019,9,38,37.4
2279,0.1351,2020,1,3,153.5
1054,0.2737,2022,3,10,24
1488,1.012,2021,5,19,32.7
17410,0.1983,2023,3,13,32.9
729,0.1581,2020,2,7,11.9
16630,0.6972,2020,10,44,132.1
16949,0.2708,2020,11,48,47.9
496,0.8056,2021,10,41,649.9
2802,1.3117,2019,10,43,246.5
878,0.8577,2022,4,18,63.9
2132,0.4007,2023,1,4,48.4
1732,0.2726,2022,7,31,198.6
1389,0.3644,2020,3,14,30
2426,0.3966,2022,10,42,40.7
2142,0.8568,2020,7,28,778.3
1374,0.8845,2023,8,33,77.6
951,0.9085,2019,1,2,196.3
533,0.2921,2019,5,20,57.1
17220,0.2953,2019,9,36,10.5
836,0.2251,2021,7,30,110.7
1773,0.3538,2022,5,20,84.5
15096,0.5,2022,12,49,58.1
17359,1.6305,2023,10,44,93.9
1947,0.1286,2020,9,39,35.3
2550,0.1545,2020,11,48,47.3
17220,0.2953,2020,3,12,6.3
15693,0.5,2021,3,10,21.9
17287,0.1943,2023,8,34,68.7
1183,0.444,2020,12,51,44.4
15650,0.8057,2019,9,39,121.4
902,3.9452,2020,12,49,84
1600,0.2767,2021,4,18,37.4
773,1.1603,2020,6,24,90.3
1166,2.4562,2019,10,40,535.9
2141,0.3809,2023,4,17,122.1
1969,0.8793,2023,7,31,28.4
1903,0.2793,2019,3,13,35.7
15866,0.6391,2021,11,45,100
1751,2.0453,2021,12,50,238
2306,0.4655,2019,1,3,34.2
15589,0.6323,2020,1,1,62
17866,0.6204,2019,9,37,12.5
17189,1.5,2019,10,42,113.9
1222,0.3153,2020,4,18,15.3
2742,0.1604,2019,6,27,21.9
2391,0.3252,2020,3,14,20.1
1010,0.1716,2020,10,40,64.5
2671,0.7605,2020,10,40,105.1
2054,0.1356,2020,2,8,116.8
774,0.1046,2022,8,34,54.9
1885,0.1387,2021,1,3,21.3
15645,0.1978,2019,7,27,3.1
17072,0.0838,2020,2,9,22.3
2626,0.0851,2022,5,21,13
490,0.1727,2022,12,49,132.7
1533,0.2365,2020,7,31,83.9
2254,1.2,2020,9,36,193.6
1707,0.9133,2020,12,53,25.7
15082,0.3573,2022,4,15,329.6
2168,0.7278,2020,3,14,106.5
1054,0.2737,2019,5,21,101.3
21173,0.3238,2023,12,51,14.4
15639,0.749,2023,3,12,25.2
1081,0.1959,2022,9,40,16.9
2826,23.679,2021,4,14,1445.6
2144,0.5074,2021,3,11,77.1
16633,0.3289,2021,9,36,97.6
1251,0.7315,2023,12,51,33.5
2715,0.3199,2021,8,33,26.1
17219,0.1771,2023,1,3,24.3
1911,0.1,2021,7,31,112.1
524,0.2517,2023,11,46,10.8
2394,0.1425,2019,6,23,192.3
16547,0.168,2023,5,19,47.7
2279,0.1351,2021,7,31,50.6
988,0.2893,2022,10,45,19.2
1598,0.4897,2022,8,36,125
500,6.077,2019,5,19,383.4
2126,0.3236,2020,4,18,89.9
15586,0.8941,2023,5,22,133
2159,1.4039,2021,3,10,610.8
2440,0.0795,2020,5,21,46.5
17379,0.3508,2019,10,41,21.9
21215,0.2997,2023,11,47,7
713,1.4437,2022,9,40,212.9
2008,0.759,2020,8,33,419.4
1597,0.1979,2020,6,26,48.9
1229,0.243,2022,7,29,49.7
15612,0.1362,2020,8,33,11.5
17136,0.2197,2020,1,4,27.4
804,0.1256,2021,2,9,41.2
2549,1.4022,2023,4,15,476.8
796,0.1256,2022,2,10,27.1
2039,0.0512,2019,11,46,27
993,0.2184,2023,10,42,29.4
1104,0.87,2023,6,23,252.9
1723,0.2907,2023,2,6,75.2
16949,0.2708,2022,12,51,78.1
17367,0.1927,2022,8,33,74.6
2549,1.4022,2021,4,17,181
2792,0.7225,2020,9,39,20.1
17100,0.0327,2023,5,22,50.4
822,0.273,2021,4,15,18.7
924,1.184,2020,7,29,168.7
16651,0.1821,2019,6,23,76.9
1249,0.45,2019,12,51,285.3
2734,0.1727,2023,11,47,13
2812,0.5692,2020,4,16,11.1
796,0.1256,2022,3,14,32.4
2737,0.1047,2023,10,42,106.1
719,0.3171,2022,11,48,141.6
2001,0.6631,2020,9,37,46.6
1885,0.1387,2023,6,24,52.7
858,0.9663,2020,6,23,245.6
17326,0.6322,2023,5,20,94.2
17100,0.0327,2021,1,5,33.7
17302,0.1353,2022,5,19,27.5
16453,2,2023,10,40,53.3
17881,0.1456,2021,5,20,103.1
910,1.285,2022,8,35,133.4
2036,0.0457,2023,10,44,27.7
15675,0.1777,2021,7,31,42.5
1888,0.4858,2019,4,18,114.1
2575,0.1187,2020,9,39,23.8
2476,4.5073,2020,9,37,169.6
21539,0.0866,2023,10,42,32.3
506,0.1918,2020,1,3,30.7
984,0.1312,2023,9,35,21.5
1132,0.0732,2023,10,41,147.7
1949,0.11,2021,5,21,108
15609,0.1221,2021,6,25,33.9
621,1.498,2020,11,46,173.8
15669,0.4,2020,3,11,2.1
730,0.3285,2021,7,30,65.9
17213,0.2368,2021,11,46,32.4
812,0.907,2020,8,33,142.9
1758,0.4841,2021,8,34,28.3
1115,0.6811,2020,4,16,25.4
16453,2,2022,4,15,172
892,0.0849,2020,2,8,50.1
1372,0.2991,2019,2,7,53.7
938,9.3788,2022,5,20,2119.3
17231,1.2067,2023,12,49,13
825,3,2023,7,27,202
1327,0.7936,2019,9,39,23.8
1660,1.1422,2019,8,32,135.9
2493,0.2424,2021,4,17,76.4
1610,0.6082,2019,3,11,370.6
1773,0.3538,2020,8,33,79.3
2175,0.7628,2021,9,38,226.2
2748,0.4234,2022,5,19,131.1
2769,0.1691,2020,9,40,25.7
2705,3.9573,2023,5,21,2008.2
2413,0.2117,2021,10,42,22
2730,0.0523,2023,4,16,42.1
17313,0.521,2020,5,18,32.9
1486,0.6416,2019,1,5,25.4
1853,0.6951,2023,1,3,192.4
17868,0.475,2020,7,29,71.1
19758,1.0602,2023,1,3,61.1
2316,0.5727,2021,1,4,39.5
15641,0.4546,2021,11,46,37.9
2210,1.7693,2019,12,51,472.8
2122,0.0731,2023,1,1,44.4
2401,0.6596,2019,9,38,38.3
2253,0.3,2019,8,32,39.2
513,0.8094,2020,11,48,146.4
17107,1.1066,2023,11,48,28.1
564,0.3045,2019,12,52,78.7
606,0.0976,2020,12,50,168.8
1729,0.1972,2022,12,52,105
704,0.2853,2020,8,35,63.8
17214,0.3524,2020,11,48,21.5
1931,0.1729,2021,4,16,28.3
1883,0.2509,2019,10,40,56.4
2479,2.6708,2020,5,23,245
793,0.0317,2020,2,6,7.3
17867,0.1064,2020,2,7,10.7
1973,0.2249,2020,12,52,49
1935,0.1399,2019,7,30,28
15644,0.2849,2019,9,38,41.3
924,1.184,2023,7,29,408.1
2082,0.6124,2021,8,36,42.2
17294,0.0988,2022,10,45,22
1889,1.4009,2022,9,40,632.1
552,0.4149,2022,4,15,134.4
17433,0.2945,2020,5,20,35.5
17433,0.2945,2022,10,42,55
2734,0.1727,2021,7,30,52.8
1280,0.2888,2022,6,27,130.4
15693,0.5,2021,8,36,29.8
2819,0.3969,2020,10,42,6.3
1118,2.726,2022,11,47,79.9
2204,0.5502,2020,2,6,519.7
1359,1.075,2020,9,38,47.4
2413,0.2117,2019,5,20,13
15082,0.3573,2022,3,14,126.1
793,0.0317,2022,7,28,28.1
15545,0.4,2021,8,34,7.9
17066,0.3,2021,2,6,13
2791,0.5679,2020,10,43,247.1
1315,0.3177,2019,8,34,85.2
791,0.1303,2019,8,32,35.3
15633,0.1202,2021,1,5,8.9
785,0.7603,2023,5,19,213.7
2760,1.058,2021,8,32,116.7
15029,0.2642,2023,11,48,76.8
15603,0.1997,2020,5,20,7.6
17269,0.3749,2021,7,28,9.8
496,0.8056,2023,6,24,539.5
2045,0.38,2019,12,50,146.3
773,1.1603,2022,9,38,124.4
1318,0.3746,2020,10,42,14.4
2279,0.1351,2019,4,17,46.5
2142,0.8568,2023,3,13,157.7
1805,0.1112,2022,12,52,15.9
15675,0.1777,2021,2,8,29.2
675,0.2469,2019,11,48,135.9
1125,1,2019,8,35,101.9
15679,0.543,2023,8,32,60.8
543,0.1043,2022,5,19,27.4
17372,0.3238,2020,9,38,17.3
15585,0.105,2023,6,26,23.8
2561,0.5136,2019,1,1,23
2133,0.5552,2019,5,21,63.5
19832,0.6752,2022,9,38,31.8
1773,0.3538,2020,9,37,76.3
2766,0.2,2020,5,22,32.1
1045,0.5985,2021,12,51,200.5
17212,0.3837,2020,2,8,136.9
822,0.273,2022,6,27,155.3
2022,0.2995,2022,11,48,255.4
1912,0.4471,2021,6,27,19.7
2018,0.0863,2021,4,18,36.5
2486,2.0014,2021,9,36,75.9
1493,0.5044,2019,8,35,30.5
1911,0.1,2019,4,17,66.2
17279,0.1069,2020,8,32,39.5
1836,2.959,2021,12,52,191.2
15535,0.245,2020,4,18,73.9
1044,0.1432,2023,6,25,48.8
1252,0.3375,2022,10,43,16.3
1484,0.21,2022,11,45,24.4
755,0.2934,2021,1,5,105.7
1169,0.1835,2022,7,31,66.6
716,0.0553,2021,4,18,34.4
1934,0.2106,2022,11,46,34.8
578,0.1877,2020,8,35,103
2431,0.5776,2022,8,32,21.8
1796,0.5112,2021,3,14,64.7
1271,1.2119,2019,7,31,70.7
17271,1.2,2022,2,9,18.9
826,2.0988,2020,4,14,524.2
1461,0.3313,2021,8,33,99.2
2761,0.8698,2022,5,23,63.4
2646,0.5581,2020,1,1,13.1
17065,0.1,2020,10,43,155.5
1639,0.5653,2022,2,7,99.8
17126,0.2819,2023,8,35,84.1
17107,1.1066,2020,11,46,163.9
2330,0.5,2023,3,9,11.1
2362,0.4931,2021,8,32,165
18578,0.2819,2023,11,45,28.2
15604,0.3017,2020,6,27,5.2
772,0.2945,2019,6,23,115.2
1926,0.6024,2022,3,13,114.2
1166,2.4562,2023,6,24,381.9
1271,1.2119,2021,8,34,187.6
2190,0.5347,2021,1,4,294.3
1253,0.1701,2021,3,14,24.6
2784,0.1017,2020,2,6,34.2
1417,6.1006,2020,2,7,789.2
2731,0.2737,2023,1,3,51.3
2806,0.1442,2023,8,31,17.3
17071,0.8,2023,8,34,128.4
1679,0.2733,2023,12,49,14.4
2821,0.2169,2020,3,12,36.9
15532,0.3876,2021,3,11,397
2783,1.1648,2019,12,50,469.7
996,0.1148,2022,11,49,9.3
15571,0.216,2022,9,40,29.7
1086,0.4953,2019,5,22,348.4
15602,0.2019,2020,6,24,15.9
16629,0.265,2020,5,19,199.6
17399,0.2314,2020,6,24,258.7
2140,0.4549,2023,3,10,47.9
964,0.8135,2021,7,28,34.3
1194,0.2297,2023,4,14,21.2
16452,0.205,2023,12,51,52.3
2223,0.4232,2022,5,20,133.6
502,0.2624,2021,8,36,219.1
785,0.7603,2019,11,46,47.8
2416,0.3514,2020,8,35,60.8
785,0.7603,2021,4,16,161.4
2646,0.5581,2022,5,21,55.1
16629,0.265,2023,12,53,71.8
762,0.2014,2022,3,13,97.3
2826,23.679,2021,10,41,5719.7
881,0.539,2019,5,20,100.4
2772,0.3104,2021,1,2,75.8
890,1.2041,2020,7,28,123.5
1575,0.4595,2023,6,26,177.7
1850,0.3455,2022,1,5,23.6
2181,0.5801,2021,2,9,93.2
1061,0.3,2019,1,2,55.1
504,0.1907,2019,8,35,23.1
1941,0.077,2019,12,50,31.1
2826,23.679,2019,5,19,1929.7
15557,0.3222,2021,11,47,37.5
938,9.3788,2020,7,29,1141.1
890,1.2041,2022,12,50,198.6
16629,0.265,2021,7,31,288.1
2181,0.5801,2022,3,13,20.4
2460,0.2497,2020,12,49,79.2
15626,0.1846,2020,9,37,53.3
1229,0.243,2021,6,27,24.7
2769,0.1691,2023,12,51,7.6
19255,1.9706,2020,5,21,304.8
911,0.1827,2022,2,8,21.8
17098,1.0752,2019,5,22,219.2
2176,1.0724,2023,3,10,192.7
1769,0.4679,2022,3,12,23.5
1551,0.1142,2019,1,1,91
15557,0.3222,2019,6,25,60.5
17259,0.204,2019,10,41,18.8
1094,2.1984,2021,2,6,58
1193,0.4723,2020,4,15,53.6
17297,0.1235,2022,12,51,46.8
2668,0.4884,2020,5,19,82.6
1316,0.1171,2021,3,10,23.4
654,0.1728,2019,5,19,9.7
15568,0.1091,2023,1,5,22.7
17223,3,2020,8,33,36.5
2426,0.3966,2020,5,18,6.8
2549,1.4022,2021,2,9,372.9
721,0.7135,2019,8,32,285
951,0.9085,2020,1,3,163.7
807,0.0784,2021,7,27,10.7
1291,1.4428,2023,3,10,234.6
979,0.2286,2022,3,10,7
17296,1.2056,2020,10,42,169.8
1251,0.7315,2023,10,43,130.5
17279,0.1069,2019,9,38,7.6
1420,0.5637,2023,8,35,15.8
834,1.5,2021,12,49,43.2
822,0.273,2019,11,45,76.2
707,1.0602,2019,12,50,185.8
17423,0.1173,2023,7,28,1.2
2092,1.0338,2023,11,44,191.4
15646,0.1029,2020,4,15,4.5
2319,1.5,2020,5,19,80.1
2448,2.3135,2020,10,44,404.3
15533,0.1056,2020,11,49,11.8
2149,0.0937,2019,3,13,29
2282,0.095,2021,11,48,36.1
15859,0.4482,2021,6,26,37.5
2019,0.48,2022,5,20,250.8
2636,5,2022,4,15,730.7
2494,1.5702,2020,12,49,238.3
918,0.1774,2020,9,40,369.1
2027,0.1257,2021,10,43,55.2
17270,0.7,2020,6,26,56.9
2578,0.195,2019,9,40,18.3
15693,0.5,2022,7,30,77.3
2188,0.5762,2019,10,40,78.1
18572,0.3895,2022,11,45,29.2
1808,1.1716,2022,8,32,325.9
1693,1.0207,2019,9,40,91.2
1937,3.8713,2022,2,7,701.4
1817,2,2020,10,43,1145.9
21473,0.1848,2023,10,43,117.4
16629,0.265,2019,2,9,143.5
17050,1.8,2021,8,33,64.2
951,0.9085,2022,6,25,135.8
2237,0.8231,2020,3,14,30.3
1079,0.863,2020,10,40,132
2438,0.6944,2023,5,19,58.2
993,0.2184,2020,4,18,6.2
878,0.8577,2020,5,23,43.3
623,0.2051,2020,4,18,93.8
15569,0.0843,2019,12,49,30.6
922,0.2518,2021,11,49,20.5
17317,0.6887,2022,5,22,32.8
15616,0.2637,2019,10,42,63.5
834,1.5,2019,11,46,79.5
1944,1,2022,10,42,10
2719,0.3017,2021,10,42,82.8
993,0.2184,2023,4,15,37.6
1126,0.1027,2020,12,52,33.6
17376,0.1531,2023,9,35,21.7
2401,0.6596,2020,8,32,52.5
1963,0.6221,2023,11,46,133.5
1128,0.225,2019,4,18,13.9
17359,1.6305,2022,7,29,437.1
1305,0.6818,2022,8,33,19.7
844,0.5235,2019,8,33,176.2
623,0.2051,2021,7,28,21.4
1734,5.3954,2019,7,30,480.1
889,0.1229,2023,1,3,66.7
2308,0.2709,2020,10,44,46.4
17354,0.6462,2020,6,25,30.7
15638,0.3311,2021,1,2,97.3
580,0.0825,2020,10,42,10.9
742,0.5242,2020,7,30,168.1
924,1.184,2023,8,33,609.3
2826,23.679,2022,7,29,5121.3
1043,0.3248,2022,6,24,24.4
704,0.2853,2023,9,36,50.2
2327,0.3025,2023,5,22,106.5
17189,1.5,2021,6,25,122.7
2113,0.919,2021,11,46,68.2
508,0.1553,2019,12,52,692.5
929,0.2032,2020,4,15,35.7
15864,0.6753,2020,8,33,277.1
17243,0.2636,2021,5,22,12.4
15677,0.1138,2022,7,31,16.5
1930,0.1705,2019,10,44,68.3
2133,0.5552,2023,10,44,114.5
2587,0.5616,2019,9,36,320.5
2439,0.2235,2021,12,50,92.2
1562,1.1897,2019,10,44,79.5
17392,0.09,2020,4,16,14.9
15655,0.1243,2019,9,36,6.8
17090,0.2855,2022,3,12,24.4
2641,1.1774,2022,1,2,422.4
17208,0.2998,2021,6,23,52.5
2244,0.237,2020,11,49,39
17222,0.018,2021,12,53,12
542,0.4036,2020,12,51,419.7
1713,1.2,2020,5,21,106.7
1086,0.4953,2021,6,25,70.6
1755,2.2274,2020,6,24,289.3
823,0.2,2021,2,7,143.5
1365,0.1082,2023,4,15,113.2
836,0.2251,2023,3,13,27.2
2361,0.3136,2020,8,34,41.9
1122,1.0287,2020,7,28,212.2
606,0.0976,2022,12,49,57.5
1075,0.0933,2022,11,45,19.6
1910,0.2227,2019,5,21,259.3
1959,0.8794,2023,5,22,48.7
964,0.8135,2019,6,25,6.8
650,1.5111,2021,6,25,75.6
21154,0.3514,2023,6,24,44.4
2092,1.0338,2019,9,36,85.8
17363,0.4812,2021,3,14,14.4
2030,0.5882,2020,10,40,82.1
2135,22,2023,5,20,1938.5
2548,4.987,2019,2,7,616.8
17441,0.8341,2020,5,20,91.4
894,1.7957,2020,11,45,289.2
2556,0.5753,2020,6,23,77.5
1959,0.8794,2021,1,2,105.8
2278,0.9863,2019,5,21,77
1700,0.3284,2022,7,30,287.1
613,0.089,2020,3,12,124.9
877,0.9999,2019,1,3,275.2
2402,0.6185,2020,2,5,10.8
19758,1.0602,2022,5,21,22.7
1699,0.2311,2020,5,20,168.9
738,0.2592,2021,11,45,45.8
1995,0.6583,2020,3,10,29.3
676,1.821,2022,12,49,93.5
716,0.0553,2023,5,21,38.6
1234,0.7008,2019,3,11,111.1
2185,0.267,2022,7,29,48.5
15682,0.25,2022,5,21,7.8
2114,0.5231,2023,12,51,81.9
16452,0.205,2021,11,48,9
1964,1.1553,2023,5,19,6.8
2120,0.444,2020,5,21,151.6
2575,0.1187,2019,9,38,47.4
21517,0.7059,2023,8,34,10.6
1955,0.2948,2020,10,43,65.5
1942,0.3712,2019,10,42,59.9
2431,0.5776,2020,8,34,22.2
17074,1.0069,2019,6,25,41
813,0.1877,2023,12,52,6.4
502,0.2624,2023,9,39,333
2779,0.1819,2021,9,39,22.5
2161,0.716,2021,7,28,178.9
17238,0.1765,2021,3,14,14.4
1975,0.1394,2023,8,32,52.2
816,0.6545,2021,10,41,28.5
2085,1,2020,8,33,44.1
1354,0.2247,2023,11,44,19
21143,0.5734,2023,11,48,102.5
15626,0.1846,2021,11,46,86
2805,0.8097,2020,12,51,108.2
2132,0.4007,2019,12,52,45.6
17873,0.1379,2021,2,6,4.3
