Farmer ID,CropArea_Ha,YearName,MonthNumber,WeekNumber,QuantityKg
17332,0.495,2020,5,20,38.3
1082,0.1049,2019,6,25,8
2700,4,2023,7,30,263.3
16632,0.3007,2020,10,44,1
664,0.4383,2022,10,40,48.3
2671,0.7605,2021,9,40,179.4
1250,0.5436,2021,6,26,20.3
1099,0.0734,2020,2,7,31.1
1575,0.4595,2021,6,23,37.4
2541,1.2722,2022,5,20,105.1
19536,0.4425,2020,8,34,34.7
17036,0.2188,2020,6,25,73.1
18578,0.2819,2021,2,8,47
16627,0.4057,2021,6,24,80.4
727,0.1264,2019,11,48,418.1
17328,0.1315,2022,7,27,31.4
21145,0.308,2023,9,37,9.4
486,0.8692,2022,3,11,159.7
1950,0.5035,2020,7,29,137.9
2124,0.5,2020,4,18,34.1
17317,0.6887,2021,6,23,36.9
940,0.4495,2020,8,36,39.5
2017,0.251,2023,5,20,17.6
2080,0.9034,2021,9,37,102.3
17370,0.1585,2022,12,52,22.4
16954,0.5659,2020,10,43,59.9
15568,0.1091,2020,2,9,46.4
848,0.7272,2021,1,2,122.4
1250,0.5436,2023,6,24,11.8
2583,0.6972,2022,8,35,300.7
17858,0.1405,2023,5,22,38.8
1073,0.7476,2023,12,50,184.5
615,0.4647,2021,5,22,9.7
2152,1.1803,2022,6,25,49.5
2552,4.4067,2023,6,24,129.9
1400,1.3582,2023,5,18,296.5
1095,0.5567,2019,11,48,30.2
1041,0.2069,2021,2,7,93.3
2541,1.2722,2020,5,22,223.2
781,0.38,2021,11,48,112.2
2135,22,2019,9,39,1108.1
15579,0.2097,2022,7,27,2.3
893,0.194,2019,1,3,185.8
15629,0.1596,2020,3,14,29.5
1280,0.2888,2020,11,45,60.6
1156,0.1086,2020,10,44,17.2
857,0.7773,2021,4,15,38.6
2010,0.0902,2019,9,39,5.8
1320,0.3839,2021,8,36,79.1
17215,0.186,2020,11,45,59.3
17109,1.6155,2021,7,30,305.7
2552,4.4067,2021,6,26,318.6
15671,0.1453,2023,1,5,19.1
2588,0.4879,2023,12,53,53.9
17091,0.2942,2020,10,44,40.2
2511,0.6213,2020,12,50,307.8
17065,0.1,2022,2,7,124.5
1521,0.2323,2022,1,5,32.2
1803,0.8059,2020,8,36,19
15592,0.2764,2020,4,15,6.9
1066,1.353,2023,10,42,100.1
1944,1,2020,8,33,75.2
2290,0.8,2021,4,17,46.8
852,0.531,2023,8,34,91.6
2723,0.8361,2021,7,28,367.9
1124,0.4354,2021,11,49,47.9
1801,0.2733,2020,7,30,48.9
2214,8,2020,11,49,16.5
17858,0.1405,2022,1,2,56.5
731,2.2888,2022,8,33,838.6
805,0.0518,2021,6,25,84.7
1354,0.2247,2023,8,35,31.5
2719,0.3017,2021,3,14,21
16629,0.265,2020,12,50,78.5
1001,0.198,2020,3,14,22.7
1162,0.2362,2020,8,33,41.1
17259,0.204,2022,10,44,14.8
877,0.9999,2019,8,34,63.3
2147,0.4048,2022,3,10,204.4
2464,0.1528,2022,1,6,2.2
503,0.5802,2019,5,22,335.1
773,1.1603,2019,12,50,102.2
17115,0.02,2021,4,15,4.7
721,0.7135,2022,8,35,41.5
606,0.0976,2022,9,40,133.7
2576,0.6,2020,8,34,10.1
2192,0.9539,2023,10,42,83.3
1034,0.0801,2022,5,20,47.3
15550,0.162,2022,10,42,35.3
17035,0.0632,2023,10,41,27
1092,0.3,2021,2,6,16.6
1546,0.9529,2020,6,25,71.6
2076,0.7383,2021,9,38,300.9
1887,0.4347,2022,10,44,116.2
2548,4.987,2020,10,41,920.3
17078,1,2022,4,18,50.6
17820,0.3366,2023,9,36,82.8
661,0.6394,2020,6,25,134.5
2788,0.2103,2021,8,34,13.4
889,0.1229,2020,4,15,75.2
1392,1.2237,2020,12,52,85.7
537,0.6909,2022,5,22,10.6
1885,0.1387,2019,5,20,103.2
563,0.1507,2019,1,2,81.2
17208,0.2998,2021,3,14,27.1
17088,0.2107,2020,11,46,2.9
17225,0.0271,2023,10,40,16.7
1115,0.6811,2019,4,15,31.9
1432,2.0053,2020,5,19,105.6
2556,0.5753,2020,3,14,88.9
993,0.2184,2019,5,18,20.2
2730,0.0523,2020,2,7,15.3
2415,0.1758,2019,9,39,27.7
2284,0.3146,2021,12,50,97.3
17260,0.1906,2022,8,33,92
17040,0.1857,2021,3,11,21.6
17091,0.2942,2022,10,41,46.5
1927,0.2439,2022,10,42,8.8
1150,0.1388,2023,7,27,13
1476,0.1597,2019,10,42,111.2
1816,2.1582,2019,1,2,171.8
2717,1.4819,2020,8,33,119.9
562,1.3,2019,3,13,80.9
1484,0.21,2020,2,9,11
1765,0.4289,2023,12,51,169.5
944,3.0942,2023,6,22,206.4
2782,0.3,2023,11,46,3.8
837,0.1647,2023,10,42,11.7
877,0.9999,2023,3,9,55.6
15530,0.2245,2022,5,22,40.8
15586,0.8941,2020,7,27,335.8
2180,2,2020,10,41,101.6
17271,1.2,2023,11,46,83
16172,0.1631,2020,4,17,68
2038,0.4551,2019,2,6,93.9
15082,0.3573,2021,4,17,415.7
17224,0.7898,2019,7,28,7.7
667,0.607,2020,3,11,141.2
2783,1.1648,2023,9,35,62
2281,0.2857,2020,7,31,56.4
2349,0.2255,2020,8,33,76.9
15629,0.1596,2022,3,11,216.3
852,0.531,2021,4,18,107.9
1489,0.3905,2023,2,8,132.6
995,0.1394,2022,10,42,47.7
2085,1,2021,10,42,30.1
920,1.6542,2022,11,45,981.7
1184,0.9757,2021,9,36,411
17257,0.169,2022,2,8,50.6
1277,0.2333,2020,7,28,129.6
17133,0.6,2020,3,10,48.4
897,0.3031,2021,12,53,52.3
16451,0.16,2020,2,7,63
1677,2.0943,2021,12,51,86.7
1594,0.168,2020,2,7,89.9
2008,0.759,2020,3,13,202.1
19261,0.6992,2023,7,28,280.4
17313,0.521,2021,9,36,122.9
1570,0.2404,2023,6,24,23.7
15533,0.1056,2022,11,47,55.8
1732,0.2726,2019,9,36,8.5
909,1.5575,2022,6,27,169.8
785,0.7603,2019,2,6,30.8
583,0.2252,2021,5,21,7.3
1951,0.5,2019,4,15,17.2
1677,2.0943,2019,2,8,42.8
1933,0.2736,2019,1,2,211.7
486,0.8692,2023,4,13,27.8
2448,2.3135,2019,11,44,232.5
17359,1.6305,2019,10,41,106.2
655,1.7,2023,2,5,25.1
1813,1.589,2022,7,29,22.3
824,0.235,2020,1,2,32.6
1602,1.1728,2019,1,4,245.6
1692,0.1974,2020,5,21,76.7
2784,0.1017,2020,11,46,32.5
2589,1.0182,2023,5,22,112.3
1893,0.4897,2019,8,35,152.1
15704,0.2115,2023,10,40,33.7
825,3,2019,9,40,63.4
2146,0.0924,2020,4,18,100.6
514,0.8928,2023,2,6,364.7
576,0.2109,2022,10,42,73.3
630,0.2639,2022,9,39,11.9
17406,1,2019,8,34,6.1
2607,0.26,2021,4,15,118.4
2294,0.5632,2019,7,29,19.9
17039,0.2681,2020,11,46,111.7
878,0.8577,2019,6,23,120.9
2439,0.2235,2022,9,38,55.7
1901,1.8948,2021,6,27,190
2689,0.9771,2019,1,4,627.2
623,0.2051,2019,5,18,72.3
17218,0.1499,2022,9,37,39.1
1979,0.9573,2020,8,33,149.5
1724,0.3526,2021,10,44,30.7
2144,0.5074,2021,10,40,11.2
1253,0.1701,2020,7,29,48.9
2056,1.2611,2022,8,36,251.8
2549,1.4022,2019,8,34,321.3
1054,0.2737,2019,11,48,66.6
1081,0.1959,2022,3,13,5.4
2162,1.4484,2020,7,28,889.1
1154,0.1494,2022,3,12,61.7
808,0.0308,2022,9,37,5.9
966,0.4823,2022,11,49,74.6
1602,1.1728,2021,11,47,40.2
2719,0.3017,2022,4,18,33.5
2251,0.2995,2019,10,44,198.4
2354,0.3607,2021,9,39,82.4
1614,0.2553,2019,1,5,32.7
1229,0.243,2020,11,46,42
17221,0.128,2020,3,12,18
542,0.4036,2023,9,39,338.4
1524,0.4846,2019,6,24,113.4
15557,0.3222,2023,5,22,131.2
15555,1,2019,10,44,184.9
1429,0.2224,2019,12,49,134.3
2075,0.2471,2019,12,50,60.2
2512,0.0873,2022,9,37,32.2
2394,0.1425,2023,6,26,43.5
1877,0.949,2021,7,30,203.5
2609,0.5127,2021,10,44,13
1117,2.5784,2020,6,27,1113.8
1401,0.4614,2021,2,8,63.7
919,1.0611,2019,1,1,426.7
2805,0.8097,2022,8,33,18.6
2326,0.934,2022,12,50,161.6
17363,0.4812,2023,11,45,81.2
933,0.4315,2019,7,31,125
17390,0.1431,2022,6,23,86.8
1347,0.745,2021,3,11,59.3
1166,2.4562,2023,10,43,86.4
1183,0.444,2019,11,46,58.5
1721,1,2019,7,27,80.3
2775,0.4711,2019,11,48,86.6
1402,0.5624,2019,6,25,119.9
1061,0.3,2019,12,49,98.2
1259,0.7672,2021,10,40,16.4
17344,0.0891,2023,4,14,21.1
1918,0.092,2020,8,35,27.3
15560,0.2152,2021,4,15,4.1
17861,0.4589,2020,10,43,40.8
15591,0.0879,2020,12,53,16
17321,0.4529,2021,2,9,26
17348,0.6325,2019,8,32,157.8
734,0.4389,2020,12,53,102.9
621,1.498,2023,12,53,54.6
920,1.6542,2020,9,40,442.9
1838,0.2143,2019,7,27,23.5
1972,0.5666,2023,1,3,16.8
590,0.1784,2019,6,24,51.3
15866,0.6391,2023,7,28,59.2
17847,0.1293,2023,2,9,8.5
17300,0.4507,2020,6,26,59.5
559,0.4,2022,11,47,38.2
2782,0.3,2019,5,21,26.3
2130,1.5579,2019,2,5,103.2
17118,0.5889,2023,6,24,13.2
1043,0.3248,2020,6,25,67
2306,0.4655,2021,5,21,61.8
995,0.1394,2022,11,46,34.2
576,0.2109,2019,12,50,42.7
877,0.9999,2019,4,18,116.9
2185,0.267,2019,7,27,80.3
2027,0.1257,2020,9,38,60
2022,0.2995,2022,12,52,184.8
2326,0.934,2021,3,10,130.1
16834,0.5296,2021,4,18,93.3
16453,2,2022,4,18,141.9
17076,0.1332,2023,5,20,14.8
2822,6.1912,2019,2,7,482.7
938,9.3788,2023,11,48,1581.3
1337,0.3155,2020,7,28,147.9
15532,0.3876,2023,3,10,88.9
17321,0.4529,2020,10,40,66.6
17302,0.1353,2019,5,22,22.7
2132,0.4007,2019,9,37,73.6
2187,0.1107,2020,12,49,153
662,0.6072,2019,1,3,44
2065,1.3158,2021,2,8,175.7
2567,0.8,2022,4,18,6.4
1699,0.2311,2020,6,24,107.3
493,0.0389,2020,2,6,72.3
1133,3.5,2023,5,18,346.8
683,3.5,2023,4,13,69.9
15028,0.7318,2020,11,48,161.5
21154,0.3514,2023,7,28,167.8
17278,0.2764,2023,9,35,21.7
1122,1.0287,2020,8,32,359.8
1817,2,2019,7,27,198.1
1973,0.2249,2022,5,22,71.8
562,1.3,2023,6,23,154.8
1424,0.4067,2023,11,48,53.5
804,0.1256,2021,3,13,342.5
774,0.1046,2020,6,27,13
2452,0.4727,2022,9,36,22.5
1183,0.444,2022,9,38,12.1
2574,0.2257,2019,11,46,607.6
17852,0.8318,2022,10,40,22.2
737,2.0445,2023,12,52,215.6
2715,0.3199,2021,7,29,50.1
17090,0.2855,2022,4,16,30.5
2567,0.8,2019,5,20,52.9
2648,1.0588,2022,10,43,52.2
925,0.2407,2023,6,25,35.6
1284,0.4765,2020,9,38,156.3
17400,0.1048,2023,11,45,68.1
743,0.555,2021,6,27,40.4
1854,1.5257,2022,2,7,32.2
975,1.3515,2022,10,45,83.7
514,0.8928,2023,6,22,103
16629,0.265,2020,4,15,350.5
17219,0.1771,2020,5,20,22.2
562,1.3,2021,1,1,17.6
1504,2.382,2020,2,6,478.8
1910,0.2227,2021,7,28,70.4
17359,1.6305,2022,4,14,148.1
1461,0.3313,2021,7,29,46.6
942,0.1219,2020,8,31,8.1
1229,0.243,2020,3,11,33.7
19256,1.1225,2021,3,13,89
1708,0.3326,2019,4,17,48.8
584,0.3943,2021,10,45,86.3
2460,0.2497,2021,1,5,280.1
848,0.7272,2020,8,36,27.1
15082,0.3573,2023,2,5,73.4
17846,0.2215,2021,8,35,58.8
1966,0.1239,2020,8,33,31.3
2168,0.7278,2023,10,44,150.4
2023,0.2628,2021,1,4,45.8
2646,0.5581,2022,2,6,148.1
2137,0.5924,2019,11,45,62.7
552,0.4149,2022,4,18,198
2141,0.3809,2023,1,2,79.3
680,0.2784,2020,8,33,259.6
1289,0.2993,2020,11,46,44.2
1941,0.077,2020,7,28,22.6
1252,0.3375,2021,3,11,5.4
2814,0.5536,2022,2,9,56.4
2437,4.0447,2023,10,42,487.6
1574,0.9111,2021,1,5,107
814,0.4383,2022,4,16,3.4
1763,0.2118,2019,10,44,77.5
2391,0.3252,2021,1,4,80.3
17390,0.1431,2021,4,14,53.2
2168,0.7278,2020,4,18,188.7
1450,0.7928,2022,12,49,23.2
1104,0.87,2022,8,33,249.3
15082,0.3573,2022,7,30,378.1
15631,0.2009,2020,9,38,183.9
2090,1.2,2021,3,13,24.4
514,0.8928,2020,10,44,359.3
682,0.5504,2021,5,22,61.1
2140,0.4549,2022,8,36,8.9
1860,0.5,2022,5,22,90.1
944,3.0942,2020,5,23,127.5
484,0.525,2021,9,36,99.4
17198,0.153,2019,5,22,91.1
792,0.3357,2022,6,27,98.6
17213,0.2368,2023,8,35,42.1
731,2.2888,2019,3,12,420.6
16546,0.2557,2019,2,6,4.8
1125,1,2019,11,44,37.3
675,0.2469,2019,2,8,53.3
2385,0.6758,2022,10,41,91.5
851,0.4754,2022,6,25,515.2
1103,0.0586,2021,4,18,130.8
15099,0.2782,2020,6,25,236.7
17082,1.1406,2023,2,5,117.7
1932,0.1214,2019,10,44,186
2029,0.0645,2021,11,45,46.8
2331,0.4205,2022,11,47,10.4
2607,0.26,2023,8,35,32.5
2666,1.1006,2021,2,6,278.6
1241,0.0966,2023,11,47,15.1
1371,0.1285,2020,3,14,23.1
16690,0.0531,2023,1,1,47.2
2047,0.5548,2020,8,33,507.5
2783,1.1648,2021,2,6,747
1953,0.7884,2019,12,51,15.9
915,0.3971,2020,10,43,268.9
15544,0.1028,2019,1,4,24
2204,0.5502,2019,12,51,646
657,0.1059,2023,8,34,13
2394,0.1425,2019,12,50,64.5
1986,0.4614,2020,9,37,98.1
2122,0.0731,2019,10,43,103.3
1032,2.2224,2020,10,43,315.6
1750,0.4894,2019,2,7,271.7
968,1.0922,2022,6,25,224.1
2187,0.1107,2020,11,45,200.8
1110,0.5937,2021,5,19,78.7
1229,0.243,2022,1,2,39
17268,0.2004,2020,1,5,32.7
2494,1.5702,2021,11,49,290.8
757,0.4954,2021,10,43,42.2
543,0.1043,2022,1,6,10.3
938,9.3788,2019,8,35,2274.4
2772,0.3104,2019,7,27,13.7
926,0.7802,2022,7,29,110
826,2.0988,2020,12,52,343.9
1677,2.0943,2023,12,49,27.5
1889,1.4009,2020,12,50,374.8
816,0.6545,2019,9,38,93.5
16410,0.2452,2021,6,23,30.6
1193,0.4723,2019,9,40,43.4
1988,0.05,2021,4,18,17.7
2594,2.106,2019,7,29,432.1
1865,0.2367,2022,6,26,22.7
1020,0.6093,2023,9,37,24.2
2666,1.1006,2020,3,12,168.1
772,0.2945,2020,4,15,26.8
15572,0.4811,2019,11,46,69.1
1074,0.1842,2020,3,13,127.1
15619,0.6644,2019,9,39,27
2137,0.5924,2019,3,9,31.2
580,0.0825,2022,1,5,65.8
611,0.3222,2021,4,16,11.1
1597,0.1979,2020,11,46,24.5
2183,1.0617,2019,3,13,309.8
17837,0.4936,2020,10,44,185.6
2718,0.0465,2023,12,51,28.2
866,0.1101,2021,5,21,59.4
17092,0.1451,2023,6,25,31.1
975,1.3515,2019,8,34,187.4
17368,0.8026,2021,12,51,72.6
15444,0.3505,2023,8,34,31
15626,0.1846,2019,10,43,15
17308,0.1262,2020,10,43,31.8
1158,0.3783,2020,1,5,39.3
2331,0.4205,2020,11,49,12.5
506,0.1918,2019,9,40,27.5
2714,0.4989,2022,3,14,60.3
2619,0.6195,2020,5,19,40.6
891,0.3134,2019,10,42,53.1
2179,2.3557,2023,6,26,47.5
15687,0.3,2023,9,38,11.7
717,0.0962,2021,6,23,7.7
20943,0.2363,2023,7,29,60.4
829,0.5377,2021,5,22,138.5
2712,1.0061,2019,3,11,31.3
1236,0.2325,2021,6,26,56.5
1124,0.4354,2021,7,27,38.3
17370,0.1585,2023,12,49,20.8
16631,0.6834,2019,8,35,384.8
1670,1.5448,2019,12,51,63.6
2244,0.237,2021,3,12,27.8
1990,5.37,2023,4,16,494.4
15555,1,2022,9,39,51.2
17838,0.1303,2020,8,33,14
16690,0.0531,2020,12,51,52.8
17264,0.1105,2022,3,12,23.7
2819,0.3969,2019,5,20,58.3
2287,0.2368,2021,6,26,154.7
512,1.5442,2022,11,47,212.8
17063,0.8,2022,11,46,18.8
1877,0.949,2022,6,24,12
2354,0.3607,2023,9,37,99.4
2507,0.8487,2021,9,36,57.1
1709,0.1385,2019,7,29,62.1
15637,1.0884,2019,12,52,108.4
894,1.7957,2020,3,12,161.8
1194,0.2297,2019,3,13,56.5
17363,0.4812,2021,11,47,134.5
15685,0.2074,2020,4,14,80.5
713,1.4437,2022,3,13,62.7
705,0.0732,2023,4,16,16.9
2791,0.5679,2020,2,5,19.3
807,0.0784,2023,1,2,11.5
655,1.7,2020,9,39,216.8
2800,0.7192,2020,2,7,196.3
819,1.4141,2022,11,49,125.5
697,0.1046,2022,12,52,160.7
1177,0.1052,2021,8,35,74.7
1509,0.5776,2020,12,52,238.5
2142,0.8568,2020,2,8,127.6
2711,0.3847,2019,5,22,100
1104,0.87,2022,2,9,179.2
16835,0.2014,2020,3,13,35.8
1613,0.3672,2020,2,7,36.4
17843,0.2997,2023,7,30,61.4
2798,0.3743,2023,2,7,44.8
1461,0.3313,2021,4,17,23.5
1602,1.1728,2019,5,20,437.6
2160,1.0411,2021,1,1,163.7
2173,1.1508,2020,9,40,98.3
2788,0.2103,2023,8,32,92.6
2051,0.2239,2020,10,43,128.1
2139,0.2904,2019,11,45,19.4
2310,0.2,2023,8,31,25.4
500,6.077,2022,11,49,805.8
2091,0.3271,2020,3,10,21
486,0.8692,2022,5,19,177.9
1347,0.745,2021,10,42,27
2644,0.2547,2023,8,34,144.7
1359,1.075,2021,3,12,70.3
17068,0.1244,2020,6,26,27.1
2573,0.3736,2022,8,33,124.8
1152,0.1876,2021,4,15,77.7
1029,0.1808,2021,1,3,12.4
1397,0.5,2021,1,3,47.3
17371,0.0949,2022,5,21,5.8
17074,1.0069,2022,3,10,69
16532,0.2127,2020,6,23,15.4
19272,0.112,2021,4,18,2.5
2357,0.3018,2021,12,49,99.8
1414,0.4573,2021,6,24,101.1
2641,1.1774,2019,5,22,492.5
682,0.5504,2023,2,9,72
731,2.2888,2021,12,53,706.5
2664,0.2974,2019,7,29,15.7
941,0.1123,2020,1,5,10.2
886,0.1298,2019,9,38,68.4
2627,2.0616,2023,3,13,287.1
2393,0.6073,2020,2,8,9
2174,0.2909,2020,7,29,30.1
1321,0.4743,2020,1,3,106.1
996,0.1148,2021,2,9,9.8
1463,0.7192,2020,12,51,284.4
19742,0.5013,2023,1,2,436.9
17417,0.1364,2021,10,44,28.3
1102,0.2189,2020,6,24,37.4
594,0.0218,2019,8,34,221.4
2026,0.2735,2022,11,45,37.4
20941,0.1372,2022,12,51,11
1458,0.3611,2019,5,22,45.7
15549,0.169,2023,2,7,22.1
1065,0.1379,2020,2,6,13.5
2782,0.3,2021,11,48,5.4
959,0.4109,2020,4,15,340.9
17073,0.2757,2022,5,21,80.4
17249,0.1614,2021,10,41,103.1
1050,0.3942,2023,2,9,27.1
17195,0.2985,2021,1,2,29.4
15616,0.2637,2023,5,20,29.9
933,0.4315,2021,9,36,72
2438,0.6944,2022,11,49,17.3
1027,0.2,2021,5,22,4.8
16633,0.3289,2020,3,13,107.1
1854,1.5257,2021,8,34,371.3
1575,0.4595,2020,11,47,201.2
785,0.7603,2023,1,3,222.6
1323,0.1272,2023,1,3,29.1
17054,0.3,2021,11,48,20
831,1.0572,2022,1,5,59.3
2662,0.6019,2021,7,27,112.4
1128,0.225,2023,3,9,48.6
2036,0.0457,2023,4,17,85.7
1381,0.1538,2022,6,24,22.5
21151,0.1996,2023,10,41,342
2622,0.4129,2021,4,18,138.8
2440,0.0795,2023,9,39,36.3
1123,0.2364,2020,6,24,58.7
17863,3,2020,3,12,80.1
2140,0.4549,2020,9,39,376.7
741,0.3724,2022,4,17,393.2
560,0.7105,2023,5,19,321.2
2580,0.3627,2021,5,22,141.8
2107,0.0345,2022,3,12,11.1
716,0.0553,2019,6,24,88.5
638,1.3586,2021,10,40,13.2
576,0.2109,2019,1,5,27.5
662,0.6072,2019,7,27,28.1
826,2.0988,2023,4,17,288.8
961,0.3088,2023,3,13,33.5
1928,0.1553,2021,9,40,17.9
1143,0.1189,2019,5,22,13.6
2690,0.2317,2022,6,27,76.7
1371,0.1285,2021,3,10,12.4
2053,0.0102,2020,3,12,18.2
1034,0.0801,2023,7,29,7.7
924,1.184,2019,9,36,150.1
2796,0.2701,2021,9,40,50.6
1598,0.4897,2021,12,49,252
2385,0.6758,2023,1,2,55.4
912,0.3038,2023,8,32,56.8
2052,0.2551,2021,10,41,50.3
1493,0.5044,2021,2,7,201.1
754,0.8196,2021,6,25,29.1
15070,0.1525,2022,7,30,29.3
1564,0.2541,2020,11,45,247.8
613,0.089,2022,1,6,36.6
15544,0.1028,2022,3,14,18
2819,0.3969,2023,12,52,37.8
2023,0.2628,2019,6,25,42.2
1983,1.2433,2021,8,32,55.7
17199,0.4511,2023,10,43,33.7
1489,0.3905,2020,11,48,248.6
1139,0.9438,2020,4,16,257.5
2629,0.2869,2023,8,31,20.3
2184,0.901,2022,8,33,22.2
1135,0.8,2022,12,52,57.6
1854,1.5257,2022,10,43,158.8
2710,0.6257,2019,10,42,67.6
17406,1,2021,10,42,21.8
2149,0.0937,2022,12,50,25.5
1043,0.3248,2023,5,18,107.4
15534,0.0817,2020,10,40,11.2
657,0.1059,2022,6,25,11.4
1205,1.7154,2023,7,30,61.1
2351,0.4717,2022,7,29,40.5
2237,0.8231,2019,12,49,27.3
2450,0.3094,2019,10,40,95.2
837,0.1647,2022,8,33,51.1
1803,0.8059,2021,6,24,103.6
711,0.1395,2021,7,30,34
959,0.4109,2022,7,30,193.6
976,0.1448,2019,6,26,12.8
920,1.6542,2020,1,2,1232.8
2327,0.3025,2019,7,30,115.4
2725,0.2155,2023,4,17,141.3
2250,0.5231,2023,2,6,50.2
1938,0.2191,2023,3,13,43
1913,0.6072,2023,12,49,75.5
15677,0.1138,2020,9,37,26
15532,0.3876,2020,4,17,126
17296,1.2056,2022,4,17,14.4
2248,0.6237,2022,7,28,93.6
2017,0.251,2021,3,11,70.5
2599,0.3724,2019,9,37,27.1
1254,0.213,2020,11,47,47.2
17834,0.0412,2023,7,28,80.8
2816,2.7164,2019,8,33,112
2025,0.8133,2019,1,1,48.1
19259,0.0634,2020,5,21,45.9
1156,0.1086,2021,8,32,6.9
1392,1.2237,2022,2,8,95
926,0.7802,2020,4,14,24.3
886,0.1298,2020,11,47,58.5
2248,0.6237,2020,7,30,173.3
852,0.531,2019,11,48,195.9
2027,0.1257,2022,6,25,93.8
1709,0.1385,2020,10,42,2.9
935,0.4592,2023,7,27,39.3
1959,0.8794,2019,7,30,9.1
1074,0.1842,2021,6,27,64.4
2197,1.8823,2023,9,36,15.6
16627,0.4057,2023,9,35,25.7
1956,0.2383,2023,6,23,41.9
1599,0.2594,2020,4,15,20.4
1434,0.6184,2019,8,35,48.4
2185,0.267,2022,3,13,24.8
2357,0.3018,2023,4,17,37.9
1371,0.1285,2023,7,27,64.3
663,0.7461,2023,5,20,61
15669,0.4,2020,6,23,19.8
17273,0.1945,2023,12,52,42.4
20942,0.3717,2023,10,41,169.8
15594,0.1369,2023,9,39,5.5
16948,0.1469,2021,7,30,359.8
2141,0.3809,2019,6,25,166.3
17880,0.0781,2020,5,21,41.9
2057,0.8984,2019,8,33,383.2
1417,6.1006,2020,11,46,141.3
1555,0.2527,2023,12,51,9.6
1103,0.0586,2022,9,39,188.9
609,0.2085,2021,8,36,39.1
19274,2,2023,5,20,107.2
1796,0.5112,2019,7,31,34.6
1941,0.077,2020,6,24,50.2
1578,0.4694,2019,10,44,2.2
2665,0.1543,2023,10,42,76.4
919,1.0611,2023,2,6,63.7
17062,0.2606,2023,12,53,10.1
1103,0.0586,2022,5,20,184.9
2671,0.7605,2023,9,38,169.6
1061,0.3,2019,11,48,212.8
1072,0.188,2020,8,33,90.6
1417,6.1006,2020,7,27,344.9
2082,0.6124,2020,11,45,59.4
515,4.385,2019,7,28,720.3
2443,0.3957,2023,5,19,62.1
17102,0.2012,2023,5,20,99.7
1072,0.188,2020,12,52,65.7
726,4.5382,2020,2,9,434.6
1234,0.7008,2021,11,46,391.1
17371,0.0949,2021,5,20,24.5
518,2.194,2021,8,36,76.1
1323,0.1272,2019,9,38,35.2
881,0.539,2022,4,16,72.2
805,0.0518,2022,5,20,321.5
1836,2.959,2019,4,17,154.4
2188,0.5762,2022,7,30,98.7
1464,0.4153,2023,8,32,39.5
1110,0.5937,2021,10,45,28.9
807,0.0784,2019,8,32,13
2825,0.1836,2022,2,10,43.1
2712,1.0061,2022,8,34,35.4
17196,0.2648,2022,3,11,55.7
17245,0.4613,2020,4,17,20.2
719,0.3171,2021,1,3,97
1242,0.5161,2023,3,9,52.9
17109,1.6155,2021,3,11,397.1
17132,0.2469,2020,10,41,72.7
16947,0.8456,2020,4,17,104.2
1525,1.8095,2021,9,39,329.8
1148,0.2758,2020,7,29,19.8
1310,0.2329,2023,10,40,6.4
2588,0.4879,2023,8,34,81.6
1079,0.863,2020,4,18,199
1988,0.05,2023,9,36,24.4
17199,0.4511,2023,8,35,286.7
2783,1.1648,2021,8,36,7.3
17102,0.2012,2021,5,22,19.9
1310,0.2329,2021,10,42,17.8
17863,3,2020,1,1,14.7
2295,0.1686,2019,4,17,11.2
1525,1.8095,2023,9,37,196.9
1150,0.1388,2023,12,53,10.1
2588,0.4879,2021,8,36,122.9
1412,0.9848,2022,11,46,120.9
2487,0.7081,2019,12,49,99.7
2155,0.4172,2020,8,32,56.2
15658,0.2276,2019,9,37,49.5
634,0.1728,2023,11,47,42.6
1669,0.097,2023,9,35,27.9
2326,0.934,2020,10,44,161.1
1838,0.2143,2022,5,22,10.7
16534,0.7744,2023,12,48,88.6
2185,0.267,2022,5,21,144.3
1461,0.3313,2023,6,23,86.7
1745,0.7464,2019,9,40,19.4
2161,0.716,2019,11,45,189.1
834,1.5,2022,5,22,78.3
1166,2.4562,2021,4,15,552.7
1283,0.2166,2023,6,25,30.2
2752,0.05,2023,1,3,33.2
2452,0.4727,2019,1,1,13.4
2188,0.5762,2020,3,13,56
17055,0.2378,2020,4,15,15.2
17231,1.2067,2020,2,6,75.7
2330,0.5,2023,1,1,52.5
773,1.1603,2020,1,3,117.6
2600,0.4869,2019,2,7,129.6
15592,0.2764,2020,8,34,18.3
15601,0.2424,2023,11,47,40.9
15641,0.4546,2023,4,14,40.9
2303,0.8,2020,9,38,20.6
17191,0.1954,2020,9,39,22.6
1956,0.2383,2023,4,15,63.7
515,4.385,2021,12,50,76.8
2326,0.934,2022,10,42,93.2
1533,0.2365,2020,4,16,50.2
2542,0.1227,2023,11,45,57.9
2553,0.3048,2019,2,9,55.7
15667,0.8891,2023,9,35,67.7
514,0.8928,2022,11,47,588.4
1104,0.87,2020,7,30,110.5
1450,0.7928,2020,11,46,73.5
21535,0.45,2023,8,32,43.1
2327,0.3025,2023,2,7,56.5
17243,0.2636,2021,2,7,8.3
1061,0.3,2020,7,27,12
2394,0.1425,2021,10,41,50.3
800,0.257,2022,1,5,25.4
17075,0.1648,2021,6,23,7.5
2600,0.4869,2019,11,44,6
594,0.0218,2022,5,22,188.1
